t,x,y,z,yaw,vx,vy,vz,wyaw,x_ref,y_ref,z_ref,yaw_ref,u_x,u_y,u_z,u_yaw,v_x_raw,v_y_raw,v_z_raw,v_yaw_raw,v_x,v_y,v_z,v_yaw
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17453292519943295,-1.3840461701766707e-15,4.835890683802981e-16,-7.095489904235116e-16,0.5631407591063029,-8.528726847450803e-17,3.063949122379672e-17,-1.0903107553905851e-16,0.0918922646332703,-8.528726847450803e-17,3.063949122379672e-17,-1.0903107553905851e-16,0.0918922646332703
0.52,-6.089803148777353e-19,1.740920646169073e-19,-2.554376365524642e-19,0.00020273067327826903,-3.044901574388676e-17,8.704603230845364e-18,-1.277188182762321e-17,0.010136533663913452,0.0,0.0,0.0,0.17453292519943295,-1.138502387739835e-15,4.02394016712187e-16,-5.794305001686583e-16,0.5477613226720598,-7.015141645367457e-17,2.5509715537396025e-17,-8.903674233376802e-17,0.08938267671963955,-7.015141645367457e-17,2.5509715537396025e-17,-8.903674233376802e-17,0.08938267671963955
0.54,-1.6967412287554309e-18,4.855085517097061e-19,-7.123703308463718e-19,0.000594004891557936,-5.438804569388478e-17,1.557082435463994e-17,-2.2846634714695375e-17,0.019563710913983345,0.0,0.0,0.0,0.17453292519943295,-9.148948812148532e-16,3.2793890916687163e-16,-4.616059351816866e-16,0.5329379098475092,-5.636535799540132e-17,2.0812155004416635e-17,-7.093152448576086e-17,0.08696381970740065,-5.636535799540132e-17,2.0812155004416635e-17,-7.093152448576086e-17,0.08696381970740065
0.56,-3.147463672322074e-18,9.015051099437345e-19,-1.322780658158657e-18,0.0011604410607581519,-7.253612217833215e-17,2.0799827911701416e-17,-3.052051636561425e-17,0.02832180846001079,0.0,0.0,0.0,0.17453292519943295,-7.100516748061138e-16,2.5919999600750924e-16,-3.543213149467402e-16,0.5183911759459563,-4.373602204314864e-17,1.6474724694998905e-17,-5.444590095463049e-17,0.08459011064866968,-4.373602204314864e-17,1.6474724694998905e-17,-5.444590095463049e-17,0.08459011064866968
0.58,-4.8577921004303854e-18,1.3928315865018073e-18,-2.043780224440254e-18,0.0018893281847097627,-8.551642140541556e-17,2.4566323827903642e-17,-3.604997831407985e-17,0.036444356197580546,0.0,0.0,0.0,0.17453292519943295,-5.13487315716526e-16,1.9255775841633573e-16,-2.5212802339438626e-16,0.5026807758578187,-3.161948310326203e-17,1.2261621220898707e-17,-3.874262374444207e-17,0.08202651669982326,-3.161948310326203e-17,1.2261621220898707e-17,-3.874262374444207e-17,0.08202651669982326
0.6,-6.7317704227151296e-18,1.9322860319170415e-18,-2.8355056024566555e-18,0.0027680787264588694,-9.369891611423721e-17,2.6972722270761714e-17,-3.9586268900820067e-17,0.04393752708745534,0.0,0.0,0.0,0.17453292519943295,-3.3576973886948775e-16,1.3178380412584775e-16,-1.6031201760180375e-16,0.4875219260050822,-2.0668141743948704e-17,8.408483460774157e-18,-2.4633946262862525e-17,0.07955292369544846,-2.0668141743948704e-17,8.408483460774157e-18,-2.4633946262862525e-17,0.07955292369544846
0.62,-8.685225538968574e-18,2.495984439072316e-18,-3.662937196989787e-18,0.0037848408181659085,-9.767275581267222e-17,2.8184920357763734e-17,-4.137157972665659e-17,0.05083810458535194,0.0,0.0,0.0,0.17453292519943295,-1.7555529452643822e-16,7.648387898720555e-17,-7.80789659734703e-17,0.4728923718845446,-1.080009885259449e-17,4.887969630999603e-18,-1.1997809526842971e-17,0.07716570018698736,-1.080009885259449e-17,4.887969630999603e-18,-1.1997809526842971e-17,0.07716570018698736
0.64,-1.0644750637421395e-17,3.063072667299939e-18,-4.495478650522943e-18,0.004928458858435012,-9.797625492264106e-17,2.8354411411381135e-17,-4.162707267665779e-17,0.057180902013455145,0.0,0.0,0.0,0.17453292519943295,-3.1583835671883e-17,2.6287383592915417e-17,-4.688258675985225e-18,0.45877085259320727,-1.9382423494694083e-18,1.6753720105265845e-18,-7.20409573894101e-19,0.07486137685972054,-1.9382423494694083e-18,1.6753720105265845e-18,-7.20409573894101e-19,0.07486137685972054
0.66,-1.2546762182804192e-17,3.615456627464154e-18,-5.306567279233753e-18,0.006188436148653987,-9.510057726913985e-17,2.7619198008210747e-17,-4.0554431435540483e-17,0.06299886451094878,0.0,0.0,0.0,0.17453292519943295,9.732612978650096e-17,-1.9153751785392738e-17,6.055039229937729e-17,0.4451370537132067,5.9899819883030964e-18,-1.251690647422856e-18,9.304324980819917e-18,0.07263663884461746,5.9899819883030964e-18,-1.251690647422856e-18,9.304324980819917e-18,0.07263663884461746
0.68,-1.4336625635564776e-17,4.137550508845625e-18,-6.0733134528262606e-18,0.0075548994643787806,-8.949317263802924e-17,2.6104694069073545e-17,-3.833730867962537e-17,0.06832316578623966,0.0,0.0,0.0,0.17453292519943295,2.122820045577987e-16,-6.01661991651946e-17,1.1828014650146676e-16,0.43197156250251423,1.3052793396111701e-17,-3.913544476235382e-18,1.817522364491691e-17,0.07048831840643804,1.3052793396111701e-17,-3.913544476235382e-18,1.817522364491691e-17,0.07048831840643804
0.7000000000000001,-1.5967845288724965e-17,4.616042632458372e-18,-6.776166964093011e-18,0.009018565463062587,-8.156098265800944e-17,2.3924606180637336e-17,-3.5142675563337493e-17,0.07318329993419034,0.0,0.0,0.0,0.17453292519943295,3.143214037801963e-16,-9.705635791317079e-17,1.6910003402010816e-16,0.4192558252768051,1.931429213195094e-17,-6.328699600446621e-18,2.5984334882781116e-17,0.06841338798938502,1.931429213195094e-17,-6.328699600446621e-18,2.5984334882781116e-17,0.06841338798938502
0.72,-1.7401313926653176e-17,5.039678365927238e-18,-7.398608558383785e-18,0.010570708834430152,-7.167343189641057e-17,2.1181786673443332e-17,-3.1122079714538697e-17,0.07760716856837821,0.0,0.0,0.0,0.17453292519943295,4.044162101544381e-16,-1.3011146192266262e-16,2.1356777162447734e-16,0.4069721068736406,2.4834668243028576e-17,-8.514060558444609e-18,3.28173588504414e-17,0.06640895360254448,2.4834668243028576e-17,-8.514060558444609e-18,3.28173588504414e-17,0.06640895360254448
0.74,-1.8604618302750956e-17,5.399059424429275e-18,-7.926864909848292e-18,0.012203132104545563,-6.01652188048889e-17,1.796905292510186e-17,-2.6412817573225414e-17,0.08162116350577056,0.0,0.0,0.0,0.17453292519943295,4.834763980809505e-16,-1.5960066033091157e-16,2.5220240687360204e-16,0.39510345209554765,2.967040284072996e-17,-1.0485111256450593e-17,3.875405369621523e-17,0.06447224852823895,2.967040284072996e-17,-1.0485111256450593e-17,3.875405369621523e-17,0.06447224852823895
