t,x,y,z,yaw,vx,vy,vz,wyaw,x_ref,y_ref,z_ref,yaw_ref,u_x,u_y,u_z,u_yaw,v_x_raw,v_y_raw,v_z_raw,v_yaw_raw,v_x,v_y,v_z,v_yaw
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17453292519943295,-1.0367254489774027e-18,-1.5800044141621608e-18,6.958009407192721e-18,0.5731956594410025,-8.471383441501442e-19,1.2842015300820613e-18,1.0176713146713818e-17,-0.2818400465443609,-8.471383441501442e-19,1.2842015300820613e-18,1.0176713146713818e-17,-0.2818400465443609
0.52,-4.146901795909611e-22,-6.320017656648644e-22,2.7832037628770884e-21,0.00022927826377640097,-2.0734508979548056e-20,-3.1600088283243217e-20,1.3916018814385442e-19,0.011463913188820049,0.0,0.0,0.0,0.17453292519943295,-9.701771539381534e-19,-1.44151881311838e-18,6.412193892324091e-18,0.5524617233138525,-7.930298554104784e-19,1.1714618906947173e-18,9.37840897654383e-18,-0.2716451795266611,-7.930298554104784e-19,1.1714618906947173e-18,9.37840897654383e-18,-0.2716451795266611
0.54,-1.2128940919223716e-21,-1.8333094358513427e-21,8.071370334017677e-21,0.0006702010160441957,-3.9910195616570527e-20,-6.00653835093239e-20,2.6440832855702944e-19,0.022046137613389742,0.0,0.0,0.0,0.17453292519943295,-9.07127233551482e-19,-1.3133989558924477e-18,5.9009495927854e-18,0.5326160673770588,-7.419589987417989e-19,1.0670146328962848e-18,8.630668311100119e-18,-0.26188707947687345,-7.419589987417989e-19,1.0670146328962848e-18,8.630668311100119e-18,-0.26188707947687345
0.56,-2.365183325560213e-21,-3.546093891178451e-21,1.560607701007581e-20,0.0013062081477896075,-5.761446168189208e-20,-8.563922276635542e-20,3.767353338029065e-19,0.03180035658727058,0.0,0.0,0.0,0.17453292519943295,-8.467529962305516e-19,-1.1929868974030118e-18,5.420568409538765e-18,0.5135356633543074,-6.93179091982357e-19,9.687402807503862e-19,7.928067722787265e-18,-0.25250525344716857,-6.93179091982357e-19,9.687402807503862e-19,7.928067722787265e-18,-0.25250525344716857
0.58,-3.8435321807356966e-21,-5.71627132666333e-21,2.514680946672709e-20,0.002121720266584905,-7.391744275877419e-20,-1.0850887177424394e-19,4.77036622832564e-19,0.04077560593976487,0.0,0.0,0.0,0.17453292519943295,-7.852683114090452e-19,-1.0686902611456146e-18,4.95988551612621e-18,0.49473118157791335,-6.435168083765764e-19,8.672576704973469e-19,7.254277651015974e-18,-0.24325909826122374,-6.435168083765764e-19,8.672576704973469e-19,7.254277651015974e-18,-0.24325909826122374
0.6,-5.6197896918536574e-21,-8.28882161141635e-21,3.6466110309769384e-20,0.003101903012875375,-8.881287555589803e-20,-1.2862751423765103e-19,5.659650421521148e-19,0.049009137314523485,0.0,0.0,0.0,0.17453292519943295,-7.270487663521562e-19,-9.535950351981408e-19,4.528831613379057e-18,0.4767185689857516,-5.965067437148472e-19,7.732295742857454e-19,6.6238226369002164e-18,-0.2344023047950776,-5.965067437148472e-19,7.732295742857454e-19,6.6238226369002164e-18,-0.2344023047950776
0.62,-7.667432096352905e-21,-1.121303263852821e-20,4.935327027553692e-20,0.004232843088050713,-1.0238212022496238e-19,-1.4621055135559298e-19,6.443579982883769e-19,0.05654700375876691,0.0,0.0,0.0,0.17453292519943295,-6.7193647523329295e-19,-8.471025816954725e-19,4.125653451009365e-18,0.45946077378874994,-5.519837375353585e-19,6.861931265108654e-19,6.034138394563015e-18,-0.22591665470079836,-5.519837375353585e-19,6.861931265108654e-19,6.034138394563015e-18,-0.22591665470079836
0.64,-9.961481979379264e-21,-1.4442210661271253e-20,6.36132663894388e-20,0.005501495912099305,-1.14702494151318e-19,-1.6145890113715217e-19,7.12999805695094e-19,0.06343264120242964,0.0,0.0,0.0,0.17453292519943295,-6.197807822332078e-19,-7.486508459500335e-19,3.748697874969951e-18,0.4429225934619058,-5.097986273214779e-19,6.057105009048948e-19,5.482807037861799e-18,-0.21778483891276107,-5.097986273214779e-19,6.057105009048948e-19,5.482807037861799e-18,-0.21778483891276107
0.66,-1.2478430652886634e-20,-1.7933408957546464e-20,7.906576302153014e-20,0.006895636153259324,-1.2584743367536846e-19,-1.7455991481376062e-19,7.726248316045668e-19,0.06970701205800094,0.0,0.0,0.0,0.17453292519943295,-5.704379945549325e-19,-6.57712173684183e-19,3.396406221371937e-18,0.42707057920150737,-4.698162304390222e-19,5.313678128736763e-19,4.967548880989756e-18,-0.2099904106693064,-4.698162304390222e-19,5.313678128736763e-19,4.967548880989756e-18,-0.2099904106693064
0.68,-1.5196163764614514e-20,-2.1647173667387676e-20,9.554417224268211e-20,0.008403810974451833,-1.3588665558639392e-19,-1.856882354920606e-19,8.239204610575987e-19,0.07540874105962546,0.0,0.0,0.0,0.17453292519943295,-5.237711126406461e-19,-5.737912600220187e-19,3.0673090206532137e-18,0.4118729454040231,-4.319135858456723e-19,4.627740393086197e-19,4.486214692846974e-18,-0.20251774100355155,-4.319135858456723e-19,4.627740393086197e-19,4.486214692846974e-18,-0.20251774100355155
0.7000000000000001,-1.8093890107178534e-20,-2.5547305724334687e-20,1.1289477008643896e-19,0.010015295849612828,-1.4488631712820098e-19,-1.950066028473505e-19,8.675298921878426e-19,0.08057424375804974,0.0,0.0,0.0,0.17453292519943295,-4.79649560285385e-19,-4.964232218997907e-19,2.760020994968178e-18,0.39729948390055536,-3.959784239172155e-19,3.9955996147034666e-19,4.036778380274018e-18,-0.1953519765725099,-3.959784239172155e-19,3.9955996147034666e-19,4.036778380274018e-18,-0.1953519765725099
0.72,-2.115207357727041e-20,-2.960063787219137e-20,1.309758655120216e-19,0.011720052810926975,-1.5290917350459387e-19,-2.026666073928339e-19,9.040547712791327e-19,0.08523784806570732,0.0,0.0,0.0,0.17453292519943295,-4.379489168387545e-19,-4.2517178611350025e-19,2.4732363326983676e-18,0.38332148269490585,-3.619078363517057e-19,3.4137713511143195e-19,3.617330076599681e-18,-0.1884789997006345,-3.619078363517057e-19,3.4137713511143195e-19,3.617330076599681e-18,-0.1884789997006345
